mtc_code,product_id,llf_code,region_id,profile_id,amount,primary_rate,secondary_rate,tertiary_rate,other_price_1,other_price_2,pricelist_id
533,Nightsaver,82,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,82,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,82,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,82,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,903,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,903,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,903,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,903,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,161,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,161,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,161,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,161,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,96,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,96,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,96,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,96,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,94,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,94,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,94,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,94,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,902,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,902,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,902,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,902,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,176,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,176,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,176,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,176,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,91,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,91,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,91,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,91,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,90,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,90,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,90,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,90,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,55,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,55,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,55,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,55,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,81,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,81,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,81,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,81,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,81,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,81,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,81,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,81,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,170,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,170,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,170,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,170,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,56,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,56,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,56,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,56,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,55,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,55,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,55,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,55,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,56,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,56,11,6,72,11.3,6.19,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,56,11,5,72,11.12,6.22,0,,,EoN(2014-01-14) Electricity Aq 1yr
533,Nightsaver,56,11,8,72,11.5,6.04,0,,,EoN(2014-01-14) Electricity Aq 1yr
16,Nightsaver,162,11,7,72,11.44,6.11,0,,,EoN(2014-01-14) Electricity Aq 1yr
