mtc_code,product_id,llf_code,region_id,profile_id,amount,primary_rate,secondary_rate,tertiary_rate,other_price_1,other_price_2,pricelist_id
33,Nightsaver,27,14,7,72,11.71,6.1,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,27,14,5,72,11.39,6.21,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,27,14,6,72,11.57,6.18,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,27,14,8,72,11.77,6.03,0,,,EoN(2014-01-14) Electricity Aq 1yr
556,Nightsaver,20,14,7,72,11.71,6.1,0,,,EoN(2014-01-14) Electricity Aq 1yr
556,Nightsaver,20,14,5,72,11.39,6.21,0,,,EoN(2014-01-14) Electricity Aq 1yr
556,Nightsaver,20,14,6,72,11.57,6.18,0,,,EoN(2014-01-14) Electricity Aq 1yr
556,Nightsaver,20,14,8,72,11.77,6.03,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,24,14,7,72,11.71,6.1,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,24,14,5,72,11.39,6.21,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,24,14,6,72,11.57,6.18,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,24,14,8,72,11.77,6.03,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,22,14,7,72,11.71,6.1,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,22,14,5,72,11.39,6.21,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,22,14,6,72,11.57,6.18,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,22,14,8,72,11.77,6.03,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,26,14,7,72,11.71,6.1,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,26,14,5,72,11.39,6.21,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,26,14,6,72,11.57,6.18,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,26,14,8,72,11.77,6.03,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,26,14,7,72,11.71,6.1,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,26,14,5,72,11.39,6.21,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,26,14,6,72,11.57,6.18,0,,,EoN(2014-01-14) Electricity Aq 1yr
32,Nightsaver,26,14,8,72,11.77,6.03,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,25,14,7,72,11.71,6.1,0,,,EoN(2014-01-14) Electricity Aq 1yr
33,Nightsaver,25,14,5,72,11.39,6.21,0,,,EoN(2014-01-14) Electricity Aq 1yr
